restaurante,comentario_stem,ambiente,bebida,comida,geral,localização,outros,preço,serviço
Coco Bambu Osasco,foi um dia marcant com a melhor companhia minha esposa ... comemorando doi ano de casado ! ! ! garson charl braw,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan . colaboradora simpatia e eficient . nota mil ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,charl uma pessoa incrível,0,0,0,0,0,0,0,0
Coco Bambu Osasco,mto agradavel !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,romilson junior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito bem atentido pelo andré .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,bom francisco jr,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dolgla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"wesley , foi muito atebcioso",0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito top . wesley é show,0,0,0,0,0,0,0,0
Coco Bambu Osasco,romilson foi incrível !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,sensa,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian no serviu com excelência .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,wesley mark,0,0,0,0,0,0,0,0
Coco Bambu Osasco,weslei markc,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"excepcion , o andré mandou muito bem e a kerolyn ! ! ❣️",0,0,0,0,0,0,0,0
Coco Bambu Osasco,neto foi ótimo,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian . ❤️,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"daian ,",0,0,0,0,0,0,0,0
Coco Bambu Osasco,foi fantástica !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan é sensacion ...,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"curtimo o aniversário da minha esposa , muito bem recebido pelo wesley .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,foi ótimo ! wesley muito gent fina !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,fracisco está de parabén 😄😄,0,0,0,0,0,0,0,0
Coco Bambu Osasco,excelent luan,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan,0,0,0,0,0,0,0,0
Coco Bambu Osasco,rafael e dougla atenderam muito bem .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,espetacular gabriel e igor,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"maravilhosa , gabriel e igor excelent",0,0,0,0,0,0,0,0
Coco Bambu Osasco,"ótimo .... o nicola , a luana , dougla foram super prestativo e solícito .... parabén a administração pelo treinamento de todo ... paraben ! @ @ adoramo toda as veze que temo oportunidad de estarmo aqui ...",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e japa,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"adorei , perfeito 👏",0,0,0,0,0,0,0,0
Coco Bambu Osasco,andré aragão,0,0,0,0,0,0,0,0
Coco Bambu Osasco,a rose foi ótima conosco !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jr neto,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jkunior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daiana e tose,0,0,0,0,0,0,0,0
Coco Bambu Osasco,erick foi excelent,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"luana , érica e paulo excelent",0,0,0,0,0,0,0,0
Coco Bambu Osasco,excelent washington,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"foi ótima , obrigado francisco jr",0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jr lindão,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jr foi demai !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan super gent boa,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan . muito simpática e prestativa,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jr ... o braboo ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,igor foi ótimo !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,luana nota mil !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,foi top ! ! ! ! erick ..... japonê .... cabelo ....,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e gabriel,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"incrível , daian é maravilhosa em tudo que faz",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dani,0,0,0,0,0,0,0,0
Coco Bambu Osasco,completa .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan 💞💞💞,0,0,0,0,0,0,0,0
Coco Bambu Osasco,espetacular dayan,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e andré,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"daian , muito obrigada . vc foi excelent .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,"dayan maravilhosa , troux até brigadeiro ❤️",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla é excelent ! só sucesso ! top !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e higor,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e ygor no atenderam muito bem !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,luana obrigada pela atenção !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan ...,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan ❤️❤️❤️,0,0,0,0,0,0,0,0
Coco Bambu Osasco,excelent profission o senhor francisco nota 10,0,0,0,0,0,0,0,0
Coco Bambu Osasco,amei ! o atendendo romilson foi excelent 👏🏻👏🏻,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"mark sensacion , toppp",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan e júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,meu favorito ... sou apaixonada . o dia mai feliz de uma osasquens foi quando vc anunciaram que abririam uma unidad aqui . sem dúvida a melhor de toda ! parabén marqu e wendel,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dupla dinâmica dayan e tiffani nota 10,0,0,0,0,0,0,0,0
Coco Bambu Osasco,glaucia,0,0,0,0,0,0,0,0
Coco Bambu Osasco,glaucia e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,gláucia dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,incrível dougla e glaucia,0,0,0,0,0,0,0,0
Coco Bambu Osasco,glaucian e dougla e tiffani sensacionai !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian muito obrigada,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"muito bom , com mark",0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito agradável ! os geraçõ wesley e igor foram muito genti,0,0,0,0,0,0,0,0
Coco Bambu Osasco,charl e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla toop,0,0,0,0,0,0,0,0
Coco Bambu Osasco,higien foi muito gentil,0,0,0,0,0,0,0,0
Coco Bambu Osasco,rosemeir e japa no atenderam maravilhosament bem !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,mark e glaucia,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla alv,0,0,0,0,0,0,0,0
Coco Bambu Osasco,neto nota 10,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,neto e dayan,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"foi maravilhosament atendia pela dayan , voltarei sempr ! saúd e sort",0,0,0,0,0,0,0,0
Coco Bambu Osasco,romilson jr mto bom,0,0,0,0,0,0,0,0
Coco Bambu Osasco,vlw charl,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian foi ótima !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,higir,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"parabén ao sr charl por toda gentileza , simpatia e competência . muito obrigada ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Osasco,mark,0,0,0,0,0,0,0,0
Coco Bambu Osasco,a dayan é excelent ! parabén pela ótimo profission ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,atenção do garson neto muito bom .. adorei,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"pamela show de bola , fez nossa noite/jantar muito mai feliz e divertido , muito simpática",0,0,0,0,0,0,0,0
Coco Bambu Osasco,luana super mega simpática,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"marqu foi quem no recebeu e serviu com carinho e atenção , muita gratidão a todo .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,romilson júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,neto 10,0,0,0,0,0,0,0,0
Coco Bambu Osasco,se não foss pelo dougla ! ! teríamo ido ao mc ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,luana sensacion ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,espetáculo quero ter uma filial,0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito bom ! o erick foi sensacion no atendendo ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,lui miranda,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"profission que merec o respeito , de extrema educação e profissionalismo .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,"romilson junior , super gent fina , nota 10 . merec um aumento",0,0,0,0,0,0,0,0
Coco Bambu Osasco,"um jantar maravilhoso com o francisco júnior atendendo nossa nessa , um ótimo profission , tá de parabén ! 🥇💎📈",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla clesson,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla é excelent,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"simplesment sem defeito , almoço maravilhoso com a minha família !",0,0,0,0,0,0,0,0
Coco Bambu Osasco,gabriel e enriqu . excelent .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,tudo de bom glaucia e tifani,0,0,0,0,0,0,0,0
Coco Bambu Osasco,vítor,0,0,0,0,0,0,0,0
Coco Bambu Osasco,uma pessoa maravilhosa,0,0,0,0,0,0,0,0
Coco Bambu Osasco,o garcom charl foi excelent ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,o vitor é um excelent profission .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,parabén ótimo trabalho francisco júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,maravilhosa sempr . dayan e wendel,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"nice environ , atmospher . the servic is realli prime… the waiter , dougla did a great suggest and also a great servic .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e luana,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco júnior ótimo antedimento,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"garçonet dayan muito atensiosa e gentil , obrigada",0,0,0,0,0,0,0,0
Coco Bambu Osasco,"dayan , está de parabén 😍",0,0,0,0,0,0,0,0
Coco Bambu Osasco,igor e higor no atenderam muito bem ! parabén ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayana,0,0,0,0,0,0,0,0
Coco Bambu Osasco,me encant lá cena … . todo buenisimo !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,gerson andré excelent .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito boa ! romilsonjúnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,igor super profission,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla ! moço muito boa pinta 😁,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e rafael,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e wd,0,0,0,0,0,0,0,0
Coco Bambu Osasco,querido dougla e luana no atenderam muito bem . excelent noit .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,neto e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"dougla , luca e wesley marqu",0,0,0,0,0,0,0,0
Coco Bambu Osasco,erick 👍 dayan 👍,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco jr .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e pamela,0,0,0,0,0,0,0,0
Coco Bambu Osasco,a dayan foi muito gentil e prestativa .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,washington e wesley são ótimo,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"the experi wa amaz , the place , the food , the music . we had a great time with our famili . dougla is a great waiter , outstand servic level ! we ’ ll definit come back",0,0,0,0,0,0,0,0
Coco Bambu Osasco,washington,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"foi ótimo , pamela foi super gentil",0,0,0,0,0,0,0,0
Coco Bambu Osasco,roni nota dez .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,wesley garçonet novata tifani daian,0,0,0,0,0,0,0,0
Coco Bambu Osasco,washington bom,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"dougla , andré , carolain",0,0,0,0,0,0,0,0
Coco Bambu Osasco,showw,0,0,0,0,0,0,0,0
Coco Bambu Osasco,gabriel e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"the food wa veri delici and the portion were gener . the establish is classi and the price reflect it . specif impress by the servic of roni . veri courteou and profession ! warm recept and veri patient in take our order . quit frankli , he seem so invest in our satisfact as if he were the proprietor of thi fine establish !",0,0,0,0,0,0,0,0
Coco Bambu Osasco,o gabriel foi incrível ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,gabriel muito top,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"gabriel e dougla ! ! batman e robben , dupla dinâmica ! ! muito bom ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e bruna,0,0,0,0,0,0,0,0
Coco Bambu Osasco,muito bom ! ! ! adorei o francisco,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dou gla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla nota 1000 ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,francisco júnior,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,washington e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayane❤,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dain excelent atedimemto ❤️,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla e francisco jr,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"dougla . muito gentil , simpático",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dougla nota 10 ! merec uma promoção !,0,0,0,0,0,0,0,0
Coco Bambu Osasco,romilson e dougla,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian ❤️,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"amei a garçonet dayan , maravilhosa",0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan e weasley,0,0,0,0,0,0,0,0
Coco Bambu Osasco,daian e wesley,0,0,0,0,0,0,0,0
Coco Bambu Osasco,dayan .,0,0,0,0,0,0,0,0
Coco Bambu Osasco,"francisco júnior excelent profission , unidad de osasco está de parabén .",0,0,0,0,0,0,0,0
Coco Bambu Osasco,fransisco vitor carolini,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel e baiano ... nota 1000,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"wall , fomo bem servido . obrigado",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent profission ! viemo com criança e foi muito pacient e querido . nota 1.000 ! vamo sempr sentar por aqui ond ele fica ! almeida !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,quero esperimentar o camarão pra dua pessoa 90 reai,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,camili nota 10 parabén,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel e cristiano nora 10,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ricardo baiano e o ismael são os melhores👏👏👏,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ricardo e ismael,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"mai ou meno . não tem talher para criança , coca-cola só de garrafinha ks ( não gosto ) . refrigerant de lata é guaraná 😬😝",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,tôp demai ! dayan e bahiano arrebentaram ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"almeida , foi internacion , parabén .",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,garcon guilherm top de linha ..,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,cristiano valério topzera .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,cristiano valério,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"tive o prazer de conhec o grand maciel , lá de fortaleza e excelent sommeli do coco bambu de campo grand ! ! ! ! show de bola , irmão ! valeu pela dica e pelo papo maravilhoso !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm almeida . salva de palma pro profission,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,fui atendindo pelo luca de pedreiro,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,camilla e maciel,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ob🤗,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"vim durant a semana e fui atendida pelo índio , como ele gosta de ser chamado . foi ótimo ! voltarei mai veze com minha família",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent ! parabén e obrigada pela atenção do índio .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"ótima , estão de parabén",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,eduardo nota 10 .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"dudu , nota 10 .",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel e o índio são os mai top do brasil .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,walla souza,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,eduardo nota 10✅✅,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel e josé carlo maravilhoso edit : o dudu é maravilhoso ❤️,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"meu almoço de páscoa foi no coco bambu e foi maravilhoso e agradável , voltarei mai veze . e parabén a alexssandra pela sua atenção e carisma",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm almeida,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,caio e david,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"maciel e baiano , dupla fera 👍🏼",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm vieira ... top,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"guilherm vieira , augusto",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,luva de pedreiro,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent servicio .. buena atención .. recomiendo totalment,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm almeida ótimo ! ! ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm almeida nota dez,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm almeida excelent profision ...,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,camili e cristiano,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent indio,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,lui,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,luxoooooo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ismael e guilherm muito querido,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ismael e guilherm,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,nadin e caio foram excelent,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,jose ricardo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ismael : é nota mil,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"i had a love time here thank to ricardo.w were treat like king . the beer wa ice cold , and the shrimp wa fantast .",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,amei muito ! chef de fila jenif ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ariel e wellington foram nota 10 👏😉,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"maciel e eduardo são excelent , super competent",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,robson… toppppppp,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel maravilhoso super prestativo amei ele,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,só gostei por causa do robson que foi muito prestativo e pacient . fez da nossa noit um momento agradável !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maravilhoso ! ! praça garćom robson unidad campo grand .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"josé ricardo , sara",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,eduardo nota 10,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,foi ótimo .. jose ricardo super simpático e prestativo .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,super otimo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ismael,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,simplesment fiquei encantado com tudo . você estão de parabén ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent . sara top demai ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,garcon neto muito bom,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,victor gabriel e sara no atenderam super bem,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,delici seafood . veri good beef . i recommend strongli thi restaur .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,camili é nota 1000 ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,wellington e jonathan ❤️🙏,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,robson maravilhoso !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,otima . leo campo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,sem reclamaçõ ou ponto diferent para indicar . muito bom !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,perfeito . amei .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,o maicon foi muito solicito,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,fomo servida por thiago . excelent . obrigada,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"neto ! ! querido , adorei",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maravilhoso o trabalho do vitor,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,dr.super mário excelência,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,walla e neto estão de parabén ! ! ! muito obrigado ! ! com certeza voltarei mai veze ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"meu parceiro guilherm , tamo junto ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,o nome dela é jennif a . show !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"ricardo ( bahiano ) , excelent profission , muito gentil e prestativo , parabén 👏👏👏👏",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ameiiiii ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,sabado,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent garcom thiago muito bom,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maycon melhor do mundo meu 10,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,neto muito gent boa,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,wellington maravilhosooooooo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"the experi as an american visitor for the first time in thi restaur wa except 👌 , from the friendli welcom to the greet 🙏 from our wonder server , camila and maitr de , maciel . they exceed our expect in everi way . thank you for your servic .",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"eu amo ess happi hour ! gostaria de agradec maciel e welliton , que no atenderam extremament bem !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"walla uma pessoa especi , o mestr maciel é o melhor até o momento ! só agradec pessoa ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,wellington excelent,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,foi maravilhosa,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,como sempr ... muito bom !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,caio top demai,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,o maciel é mto legal ! ! ! o que eu mai amei foi o aperol que é 15 reais😍😍😍😍 no happi hour,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"caio e camila , otimo",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,mto bom ! maciel é top !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"caio , welington e walac ótimo",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,amei o tratamento do van diesel e o seu maciel . parabén nota 1000,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,caio e walac no atenderam muito bem !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,guilherm sensacion,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,o ariel foi muito profission e cortez !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,caio walass e vitor,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,ótima adorei vitor caio walla,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,to fanci for me ! and expens too,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"maciel de fortaleza , ceará ! gent fina !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,van diesel e maciel de fortaleza nota 10 !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,excelent ! leonardo e neto estão de parabén ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,álvaro guilherm,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,neto fantastico,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,só elogio ! em especi ao maitr maciel .,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"maciel , camili , leonardo e neto arrasaram demai",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,fui atenda pelo super mario ! foi tudo mara !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,caio e wellinton,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,supermario,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"meu agradecimento ao maciel , leonardo , zé raimundo por fazerem part de um momento mt especiail !",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,parabén ao maciel de fortaleza ce,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,fui super bem recebida pelo super mario e o eduardo ! ! ! ! adorei ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,wellington é excelent ! obrigada pelo carisma !,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel - toooooooooopp demai gent,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel e wellington,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel alv e guilherm,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"a cordialidad de maciel , eduardo e celso",0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maicon maravilhosoooo,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,maciel eh 10,0,0,0,0,0,0,0,0
Coco Bambu Campo Grande,"muito boa , ariel estev impecável .... grata .",0,0,0,0,0,0,0,0
